time_elapsed,eda,temp,gamified_or_no
1.0,0.9905035333333332,33.295,gamified
2.0,1.22672844,33.2918,gamified
3.0,1.4262847333333333,33.295,gamified
4.0,1.51648324,33.2898,gamified
5.0,1.5226046666666666,33.282666666666664,gamified
6.0,1.5282579200000002,33.2748,gamified
7.0,1.5365664666666667,33.26733333333333,gamified
8.0,1.54157858,33.260799999999996,gamified
9.0,1.5439098,33.260666666666665,gamified
10.0,1.5437305000000001,33.2632,gamified
11.0,1.5393414333333333,33.260666666666665,gamified
12.0,1.5386839600000002,33.2592,gamified
13.0,1.5407504666666667,33.269666666666666,gamified
16.0,1.54004204,33.2872,gamified
17.0,1.5527054,33.286,gamified
18.0,1.58164328,33.2812,gamified
19.0,1.5842987333333334,33.281333333333336,gamified
20.0,1.59324732,33.2752,gamified
21.0,1.6021873333333332,33.276666666666664,gamified
22.0,1.6161257,33.2844,gamified
23.0,1.655883633333333,33.275666666666666,gamified
24.0,1.6643814,33.266200000000005,gamified
25.0,1.6623662,33.26533333333333,gamified
26.0,1.6533405,33.2676,gamified
27.0,1.6389688,33.26233333333333,gamified
28.0,1.6398390800000002,33.263,gamified
29.0,1.6309414666666666,33.25866666666666,gamified
30.0,1.62290614,33.2524,gamified
31.0,1.6227439000000001,33.245999999999995,gamified
32.0,1.60978976,33.2456,gamified
33.0,1.5903026333333332,33.245666666666665,gamified
34.0,1.56855418,33.241,gamified
35.0,1.6012521333333332,33.239666666666665,gamified
36.0,1.58936974,33.236599999999996,gamified
37.0,1.5825619333333334,33.23533333333333,gamified
38.0,1.5758247200000002,33.232,gamified
39.0,1.5719309666666665,33.227999999999994,gamified
40.0,1.57864304,33.226,gamified
41.0,1.5865757333333332,33.223333333333336,gamified
42.0,1.58786498,33.2216,gamified
43.0,1.5839709666666666,33.225,gamified
44.0,1.57100854,33.223,gamified
45.0,1.5545109666666668,33.224666666666664,gamified
46.0,1.53043064,33.2204,gamified
47.0,1.5460566333333334,33.21633333333333,gamified
48.0,1.55361358,33.2118,gamified
49.0,1.546569,33.20633333333333,gamified
50.0,1.5376031600000002,33.2014,gamified
51.0,1.5338886333333333,33.203,gamified
52.0,1.5309172000000002,33.197,gamified
53.0,1.5203738333333334,33.19533333333333,gamified
54.0,1.50471732,33.1964,gamified
55.0,1.5032914333333334,33.19533333333333,gamified
56.0,1.5026682199999999,33.1924,gamified
57.0,1.4985524333333333,33.184000000000005,gamified
58.0,1.5074322800000002,33.1848,gamified
59.0,1.5101645333333333,33.184333333333335,gamified
60.0,1.4948801,33.1814,gamified
61.0,1.4931295666666666,33.18133333333334,gamified
62.0,1.5067530999999998,33.178399999999996,gamified
63.0,1.5197057333333333,33.176,gamified
64.0,1.52097026,33.175200000000004,gamified
65.0,1.5232503999999998,33.17266666666667,gamified
66.0,1.5143870600000002,33.1708,gamified
67.0,1.5098015,33.17066666666667,gamified
68.0,1.5022444,33.1688,gamified
69.0,1.4990424333333334,33.17066666666666,gamified
70.0,1.4900646800000001,33.1676,gamified
71.0,1.4818854333333333,33.162333333333336,gamified
72.0,1.47513968,33.1638,gamified
73.0,1.4711264666666666,33.164,gamified
74.0,1.4688892,33.166,gamified
75.0,1.4643808333333332,33.162,gamified
76.0,1.46389468,33.164,gamified
77.0,1.461136666666667,33.166666666666664,gamified
78.0,1.4540830999999999,33.1584,gamified
79.0,1.4532802999999999,33.15533333333333,gamified
80.0,1.4475508,33.153200000000005,gamified
81.0,1.4465774,33.14933333333333,gamified
82.0,1.4423247399999999,33.1416,gamified
83.0,1.4349213333333333,33.14233333333333,gamified
84.0,1.4334097799999999,33.1526,gamified
85.0,1.4304381000000002,33.15,gamified
86.0,1.4248364800000002,33.1432,gamified
87.0,1.4186542333333334,33.14933333333333,gamified
88.0,1.4174418,33.1496,gamified
89.0,1.4161353666666667,33.147000000000006,gamified
90.0,1.41393214,33.149,gamified
91.0,1.4073400666666667,33.147000000000006,gamified
92.0,1.4038901400000001,33.1418,gamified
93.0,1.4046924333333333,33.142,gamified
94.0,1.40435094,33.144400000000005,gamified
95.0,1.4013621666666665,33.144,gamified
96.0,1.3973061,33.1488,gamified
97.0,1.4046919,33.150666666666666,gamified
98.0,1.4097551400000001,33.1528,gamified
99.0,1.3993120666666665,33.15333333333333,gamified
100.0,1.39597344,33.152,gamified
101.0,1.3956403,33.15266666666666,gamified
102.0,1.38718664,33.154,gamified
103.0,1.3823195666666666,33.15466666666667,gamified
104.0,1.3790919000000001,33.1536,gamified
105.0,1.3761715666666667,33.150666666666666,gamified
106.0,1.37486484,33.1496,gamified
107.0,1.3894924333333334,33.150333333333336,gamified
108.0,1.3867258,33.159800000000004,gamified
109.0,1.3878696666666666,33.160333333333334,gamified
110.0,1.3890822200000001,33.159000000000006,gamified
111.0,1.3845823000000002,33.157666666666664,gamified
112.0,1.3834209999999998,33.157000000000004,gamified
113.0,1.3857349666666665,33.161,gamified
114.0,1.3852654999999998,33.163,gamified
115.0,1.3805264333333334,33.16166666666667,gamified
116.0,1.39663892,33.159800000000004,gamified
117.0,1.4033247,33.159000000000006,gamified
118.0,1.40268442,33.1558,gamified
119.0,1.3987567,33.156666666666666,gamified
120.0,1.39717694,33.1596,gamified
121.0,1.3909006333333334,33.163333333333334,gamified
122.0,1.3876475,33.1584,gamified
1.0,0.7054251666666667,33.07233333333333,non_gamified
2.0,0.70481888,33.0766,non_gamified
3.0,0.7069192666666667,33.06933333333333,non_gamified
4.0,0.7061251399999999,33.07,non_gamified
5.0,0.7051260333333333,33.07033333333333,non_gamified
6.0,0.7055872,33.0646,non_gamified
7.0,0.7058518,33.065666666666665,non_gamified
8.0,0.7032305799999999,33.0702,non_gamified
9.0,0.7008142666666666,33.068,non_gamified
10.0,0.7094036,33.0608,non_gamified
11.0,0.7213912666666666,33.063,non_gamified
12.0,0.72146808,33.062599999999996,non_gamified
13.0,0.7223306666666667,33.06,non_gamified
16.0,0.7280774799999999,33.056599999999996,non_gamified
17.0,0.723099,33.05133333333333,non_gamified
18.0,0.72720578,33.0456,non_gamified
19.0,0.7326189000000001,33.043,non_gamified
20.0,0.73112458,33.0426,non_gamified
21.0,0.7307493,33.04266666666667,non_gamified
22.0,0.7244662199999999,33.0524,non_gamified
23.0,0.7205641333333334,33.057,non_gamified
24.0,0.70902062,33.0574,non_gamified
25.0,0.7076716333333334,33.06033333333333,non_gamified
26.0,0.7074581799999999,33.069,non_gamified
27.0,0.7075009333333334,33.068333333333335,non_gamified
28.0,0.7106600599999999,33.0698,non_gamified
29.0,0.7098063666666667,33.06666666666667,non_gamified
30.0,0.7115565,33.0668,non_gamified
31.0,0.7140753,33.062666666666665,non_gamified
32.0,0.7132983,33.0644,non_gamified
33.0,0.7141177666666667,33.065,non_gamified
34.0,0.71360538,33.0662,non_gamified
35.0,0.7137334333333334,33.067,non_gamified
36.0,0.7146043,33.0638,non_gamified
37.0,0.7138188666666666,33.062333333333335,non_gamified
38.0,0.71450186,33.063,non_gamified
39.0,0.7276506,33.061,non_gamified
40.0,0.7280515999999999,33.0586,non_gamified
41.0,0.7199232333333334,33.05933333333333,non_gamified
42.0,0.71931714,33.0552,non_gamified
43.0,0.7170204333333333,33.05466666666667,non_gamified
44.0,0.71437352,33.056799999999996,non_gamified
45.0,0.7133488333333333,33.05966666666667,non_gamified
46.0,0.71327202,33.061,non_gamified
47.0,0.7135197333333333,33.058,non_gamified
48.0,0.71693492,33.0596,non_gamified
49.0,0.7180447666666666,33.062,non_gamified
50.0,0.71327198,33.062,non_gamified
51.0,0.7148004,33.06366666666666,non_gamified
52.0,0.71690924,33.066199999999995,non_gamified
53.0,0.7185996666666667,33.06366666666666,non_gamified
54.0,0.7166272,33.060199999999995,non_gamified
55.0,0.7153124999999999,33.059999999999995,non_gamified
56.0,0.7127851599999999,33.0672,non_gamified
57.0,0.7135194666666667,33.071000000000005,non_gamified
58.0,0.71245218,33.0666,non_gamified
59.0,0.7125376666666667,33.07166666666667,non_gamified
60.0,0.71414282,33.0698,non_gamified
61.0,0.7118545000000001,33.068666666666665,non_gamified
62.0,0.71012126,33.072,non_gamified
63.0,0.7078842666666667,33.07266666666667,non_gamified
64.0,0.70779034,33.070800000000006,non_gamified
65.0,0.7096346666666667,33.074333333333335,non_gamified
66.0,0.7081489999999999,33.0702,non_gamified
67.0,0.7080550666666667,33.06733333333334,non_gamified
68.0,0.70904552,33.07,non_gamified
69.0,0.7077989,33.06766666666667,non_gamified
70.0,0.706484,33.06699999999999,non_gamified
71.0,0.7063047666666666,33.073,non_gamified
72.0,0.70489592,33.072199999999995,non_gamified
73.0,0.7081405666666667,33.071999999999996,non_gamified
74.0,0.7138866399999999,33.0764,non_gamified
75.0,0.7132636333333333,33.080333333333336,non_gamified
76.0,0.71332354,33.0826,non_gamified
77.0,0.7130077666666667,33.08566666666667,non_gamified
78.0,0.71001936,33.087399999999995,non_gamified
79.0,0.7076285,33.087666666666664,non_gamified
80.0,0.705357,33.0858,non_gamified
81.0,0.7056215666666666,33.082,non_gamified
82.0,0.7151419800000001,33.0792,non_gamified
83.0,0.7203076333333333,33.08,non_gamified
84.0,0.71775468,33.0792,non_gamified
85.0,0.7130072000000001,33.080333333333336,non_gamified
86.0,0.70784136,33.0822,non_gamified
87.0,0.7057069333333333,33.08566666666667,non_gamified
88.0,0.7071756,33.085,non_gamified
89.0,0.7051092,33.088,non_gamified
90.0,0.7025391799999999,33.089999999999996,non_gamified
91.0,0.7023768666666667,33.09166666666667,non_gamified
92.0,0.7023087,33.0906,non_gamified
93.0,0.7026758333333334,33.092666666666666,non_gamified
94.0,0.69908098,33.0948,non_gamified
95.0,0.6987906666666667,33.096999999999994,non_gamified
96.0,0.69818446,33.0918,non_gamified
97.0,0.6995163666666666,33.090333333333334,non_gamified
98.0,0.70089948,33.095,non_gamified
99.0,0.7001994666666667,33.099000000000004,non_gamified
100.0,0.69818448,33.0986,non_gamified
101.0,0.6990894666666667,33.102333333333334,non_gamified
102.0,0.69984952,33.099399999999996,non_gamified
103.0,0.7024193666666666,33.099666666666664,non_gamified
104.0,0.70950616,33.096199999999996,non_gamified
105.0,0.7055358666666666,33.093333333333334,non_gamified
106.0,0.70323046,33.094,non_gamified
107.0,0.7054504666666667,33.09133333333334,non_gamified
108.0,0.70215474,33.0952,non_gamified
109.0,0.7019496999999999,33.099000000000004,non_gamified
110.0,0.70796916,33.0954,non_gamified
111.0,0.7111709333333334,33.093333333333334,non_gamified
112.0,0.7099927399999999,33.094800000000006,non_gamified
113.0,0.7088231666666667,33.095666666666666,non_gamified
114.0,0.7066887399999999,33.095800000000004,non_gamified
115.0,0.7052798,33.09766666666667,non_gamified
116.0,0.7037684,33.0974,non_gamified
117.0,0.7047673999999999,33.09666666666667,non_gamified
118.0,0.70676536,33.0976,non_gamified
119.0,0.7072861333333333,33.09466666666667,non_gamified
120.0,0.71063318,33.094800000000006,non_gamified
121.0,0.7103599,33.093666666666664,non_gamified
122.0,0.71022344,33.095,non_gamified
